exhibitor_id,name,booths,hall,description,seeking_funding,funding_amount,investment_stage,revenue,logo_file,featured,tags
001Pp00000g7nHOIAY,DotDot,60711,M,Share your extra GBs and get Ca$h back!   #dotdot is a telecommunication company inventing mobile-internet-on-demand via the anonymous P2P trading of extra GBs.   #dot's are pocket-size WiFi repeaters putting your phone's hotspot under steroids! Pair a #dot with your phone and make your hotspot anonymous and monetizable!,,,,,001Pp00000g7nHOIAY.png,,
001Pp00000j16rTIAQ,Dream Glass S.L,3677,NN,"Dream Glass Group is a market technology leager forDynamic Smart Film & Glass in the fields of  Automotive, Smart Cities and Smart Construction Industries.  D&K Automotive Glass is a market leader and solution provide for OEM and Tier 1 for prototyping, engineering and technology innovation.",Yes,2;000;001-15;000;000,Series C and beyond,> 1;000;000,001Pp00000j16rTIAQ.jpg,,
0013000001KYVVNAA5,DRIVESAFE,55144,X,"DRIVESAFE is a line of personal breathalyzers, trusted by industry professionals for over 30 years. Each product has been designed, engineered and manufactured to easily accommodate your unique lifestyle without sacrificing quality and accuracy.",,,,,0013000001KYVVNAA5.png,,
0013A00001eXqrVQAS,dSPACE,4500,NN,"dSPACE is a leading provider of simulation and validation solutions worldwide for developing connected, autonomous, and electrically powered vehicles. Our portfolio ranges from end-to-end solutions for simulation and validation to engineering and consulting services as well as training and support.",No,,,,0013A00001eXqrVQAS.png,1,
001Pp00000cPF4QIAW,"Dual Move Co., Ltd.",15456,B,"XR technology through transparent media like car windows. Our core technology is the world's first \""Transmissive XR Technology\"".  XR such as VR, AR, MR, and SR. We are developing a technology that combines real-world scenery with virtual CG objects through a car window to provide users with a new experience.",,,,,001Pp00000cPF4QIAW.png,,
001Pp00000xnyvWIAQ,"Dynamic Map Platform North America, Inc.",3866,NN,"How do you confidently build systems that shape the future of Mobility?  The answer is Certainty.  Certainty that your data reflects the world with precision.   Certainty that decisions, whether by a vehicle, a city system, or a simulation are grounded in truth.    We bring CERTAINTY to your business.",No,,,,001Pp00000xnyvWIAQ.png,,
0014V00003nlZP6QAM,e-con Systems,9574,A,"e-con Systems® designs, develops, and manufactures OEM cameras with 20+ years of embedded vision expertise. Serving industries like retail, medical, industrial, mobility, agriculture, and smart city, we offer ToF, MIPI, GMSL, USB, stereo, GigE, HDR, and low-light cameras. We have shipped over 2 million cameras worldwide.",No,,,,0014V00003nlZP6QAM.png,,
0013000001KaNCsAAN,"E-Lead Electronic Co., Ltd.",7425,NN,"E-LEAD Electronics, established in 1983, focuses on four product areas: head-up displays, driving safety, rear seat entertainment, and chargers/accessories. We are a trusted supplier to major international auto brands and have achieved success in the retail market, providing innovative, high-quality solutions that enhance driving safety.",,,,,0013000001KaNCsAAN.png,,
0013000001LVrA5AAL,"E-link Technology Co., Ltd.",31731,D,"E-LiNKTECH, founded in 2008, leads in electric mobility, specializing in advanced technologies like motors, batteries, controls, and fluid dynamics.  Our skilled R&D team drives innovation. Powered by E-LiNKTECH, sub-brands HYPER GOGO, MACFOX and ASIWO create products that connect people, enhance lifestyles, and empower communities.",,,,,0013000001LVrA5AAL.png,,
001Pp00000cRcWMIA0,E-magy B.V.,62100,M,"E-magy revolutionizes lithium-ion batteries with its nano-porous silicon anode material. Replacing graphite, expect 40% higher energy density, 3x faster charging, negligible anode expansion and a low carbon footprint. We own the IP to our scalable manufacturing process - CES 2025 will showcase this groundbreaking tech",,,,,001Pp00000cRcWMIA0.jpg,,
0013000001NBOTzAAP,E-Song Digital Limited,31409,D,"Founded in 2004 with 21 years experience, E-Song has been a leading solution provider and manufacturer of Audio/Video &IoT with AI, i.e Vehicle Mobile DVR, Body Worn Camera , IoT applications in different fields, as well as AI SaaS with self-developped AI model training tool, Multimodal Video Search Engine, AGI production tool etc.",No,,,,0013000001NBOTzAAP.png,,
0013000001KYVQ7AAP,Eastern Mastec Corporation,8469,A,"We are Eastern Mastec, a manufacturer & supplier in Korea, specialized in mobile safety & security system with advanced technology. Provide top priority to bring you the best camera and monitor solutions to help safe driving and secure in workplaces all around the world.",,,,,0013000001KYVQ7AAP.jpg,,
001Pp00001JpLzpIAF,"Easynetworks Co., Ltd.",8576,A,"Ecover, by Easynetworks, pioneers smart air purification and sterilization systems for large and public spaces. With integrated HEPA and UVC-LED technology, Ecover enhances air safety across industries and mobility, creating cleaner, more sustainable environments worldwide.",Yes,2;000;001-15;000;000,Series A,<500;000,001Pp00001JpLzpIAF.png,,
0014V00003ZcqN2QAJ,ECARX Limited,Wynn Encore Hospitality Suites,P,"ECARX is a smart mobility technology provider supplying full stack, vertically integrated technology solutions for intelligent cockpit and ADAS solutions to automakers as a Tier 1 supplier. We are innovators of the vehicle mind, transforming vehicles into seamlessly integrated information, communication and transportation devices.",,,,,0014V00003ZcqN2QAJ.png,,
0014V00002JIhLgQAL,ECM PCB Stator Tech,8905,A,"ECM is an electric motor design and software company. ECM's advanced Motor CAD SaaS, PrintStator, enables the rapid design and manufacture of customized, premium efficiency PCB Stator motors and generators for multiple applications: Consumer Electronics, HVAC, Smart-Home Appliances, E-Mobility, Medical, Robotics, Aerospace and more.",,,,,0014V00002JIhLgQAL.png,,
001Pp000004Ht11IAC,EcoG GmbH,51242,X,"EcoG is catalyzing the fast charging infrastructure for electric vehicles into a professionalized market. With its reference designs, charge controllers and control software, EcoG is already market leader with a market share of 15%.",,,,,001Pp000004Ht11IAC.png,,
001Pp00001TDqquIAD,"ecopem Co.,Ltd",62833,M,"Ecopem specializes in Polymer Electrolyte Membrane (PEM) technology for hydrogen applications. We develop and mass-produce advanced PEM materials, compact H₂/O₂ generation stacks, and provide performance evaluation consulting. Partnered with Hyundai, Samsung, and Siltrax, we lead Korea’s PEM market with plans for global expansion.",Yes,250;000-2;000;000,Series A,<500;000,001Pp00001TDqquIAD.png,,
0013A00001eg9gwQAA,Ecotron Corporation,3967,NN,"Ecotron specializes in advanced automotive controllers for electric and autonomous vehicles, enabling manufacturers with quality and scalable tech. In-house design tools and MatLab Simulink enabled products expedite development, serving startups to established manufacturers in the EV and autonomous sectors.",,,,,0013A00001eg9gwQAA.png,,
0014V00002JI3PsQAL,"EKLEER Co., Ltd.",50523,X,"EKLEER, a CES Innovation Award winner, develops smart displays that transform Android phones into full desktop workstations. Designed for emerging markets and mobile-first users, EKLEER enables affordable digital access to education, work, and healthcare.",Yes,<250;000,Seed,<500;000,0014V00002JI3PsQAL.png,,
001Pp00000DeYLFIA3,"Electra Vehicles, Inc.",7324,NN,"Electra is the leading AI-driven cleantech company unlocking the full potential of battery technology. We deliver advanced AI/ML solutions and analytics to e-mobility and energy infrastructure operators: boosting performance, safety, and efficiency for a sustainable electric future.",Yes,15;000;001-50;000;000,Series B,> 1;000;000,001Pp00000DeYLFIA3.png,,
0013000001BpcBjAAJ,Elektrobit,3719,NN,"Elektrobit is a global vendor of software products and services for the automotive industry. Elektrobit's software powers over five billion devices in more than 600 million vehicles and offers car infrastructure software, connectivity & security, automated driving & related tools, user experience, plus consulting & engineering services.",,,,,0013000001BpcBjAAJ.png,,
001Pp00000lCeTKIA0,Emage Tomo Pte. Ltd.,60213,M,"Emage Tomo Pte Ltd specialises in Artificial Automation Intelligence (AAI), delivering cutting-edge innovations like Tomo (Tomorrow's Operator) and ADAM (All-Directional Autonomous Mobile). Tomo excels in performing complex tasks with exceptional precision, showcasing advanced dexterity and intelligence. ADAM introduces a master-slave ope",,,,,001Pp00000lCeTKIA0.jpg,,
001Pp000003Gk3bIAC,EMC Gems Srl,61001,M,"EMC Gems develops cutting-edge electromagnetic simulation software and smart sensors. Our cloud-native SaaS solutions enable rapid, AI-optimized product design, and implementation of digital twin models for real-time monitoring and predictive maintenance.",,,,,001Pp000003Gk3bIAC.jpg,,
0013A00001XVvjHQAT,emotion3D,7258,NN,emotion3D offers camera-based Driver & Occupant Monitoring Solutions analysing humans & objects in automotive in-cabin environments. The highly customisable and flexible DMS/OMS solutions go beyond regulatory requirements to provide customers with ultimate safety and UX.,,,,,0013A00001XVvjHQAT.png,,
001Pp00000tdgREIAY,Emotiv,6341,NN,"Emotiv Mobility operates at the intersection of energy and mobility, delivering assembly, material support systems, and next-generation components. From transformers to hybrid transfer cases, we help OEMs and Tier 1s accelerate sustainable growth across automotive, commercial vehicle, aerospace, and industrial markets, driving innovation.",No,,,,001Pp00000tdgREIAY.png,,
0014V00003wafSoQAI,Enchanted Tools,8545,A,"Enchanted Tools has created The Mirokaï, logistics robots designed for social environments: assistants that move objects and are designed to be in contact with end-users. Mirokaï are prototypes characterized by radical approaches: Anime-inspired design, standardized handles and a rolling globe that allows free mobility.",Yes,15;000;001-50;000;000,Series A,> 1;000;000,0014v00003wafsoqai.png,,
001Pp00000Ezfs8IAB,"ENEOS Holdings, Inc.",10129,A,"While fulfilling our responsibility of providing a stable supply of energy and materials both today and in the future, we will realize a carbon-neutral society through energy transition. This is also a great challenge for mankind, and we, the ENEOS Group, will maximize our corporate value by steadily taking on the challenge.",,,,,001Pp00000Ezfs8IAB.jpg,,
001Pp00000WPXZVIA5,ENERZAi Inc.,62817,M,"ENERZAi is an AI software solution company with expertise in AI inference optimization technology. Our next-generation AI inference engine, Optimium, accelerates AI model inference on target hardware while maintaining accuracy and facilitates convenient AI model deployment across various hardware platforms using a unified tool.",,,,,001Pp00000WPXZVIA5.PNG,,
0013A00001hEWw6QAG,eSight,54607,X,"eSight by Gentex Corporation is a pioneer and leader in wearable assistive technology for vision enhancement. Using cutting-edge digital technology, we help people with significant central vision loss from conditions like macular degeneration and diabetic retinopathy see better—enhancing vision, restoring mobility and transforming lives.",,,,,0013A00001hEWw6QAG.png,,
0013A00001eYgU7QAK,ETAS,16203,B,"ETAS provides vehicle basic software, middleware, development tools, cloud-based operations services, cybersecurity solutions, and end-to-end engineering and consulting services for the realization of software-defined vehicles. ETAS is represented in twelve countries in Europe, North and South America, and Asia.",No,,,,0013A00001eYgU7QAK.png,,
001Pp00001MusAIIAZ,Ethernovia,Suite 29-123,J,"Ethernovia has developed the most advanced Ethernet technology enabling the AI connectivity of Automobiles and Robots. Our breakthrough data transport and acceleration technology ushers in a new era of connectivity and capabilities required for the next evolution of vehicles and robots. To learn more, please visit www.ethernovia.com",No,,,,001Pp00001MusAIIAZ.png,,
001Pp00000o3FgrIAE,EVA MILL. INC.,62201,M,"The main technique of the EVA MILL is a wireless audio and video transmission system. With professional technology and experience, we assist customers in improving business efficiency, popularizing mobile learning education, and optimizing home life experiences",,,,,001pp00000o3fgriae.jpg,,
0013000001LYJBnAAP,"Everdisplay Optronics (Shanghai) Co., Ltd.",32202,D,"Everdisplay Optronics (Shanghai) Co.,Ltd.(EDO) is a company dedicated to mass production of small-to-medium AMOLED display and research of next generation technology. EDO has built the first G4.5 LTPS AMOLED mass production line in China. To further expand mass production scale, EDO is building a G6 AMOLED production line.",,,,,0013000001LYJBnAAP.png,,
001Pp000014oQj8IAE,Evotrex,10051,A,"Evotrex is a California-based company transforming outdoor travel with intelligent, power-generating RVs built for adventure without limits. Evotrex sets a new standard in the RV industry by blending proven technology, an automotive supply chain, and efficient manufacturing to deliver off-grid freedom with contemporary comfort.",No,,,,001Pp000014oQj8IAE.png,,
0013A00001RAPHtQAP,EY,Aria Hospitality Suites; W324,AA; RR,"Will you shape the future, or be shaped by it? EY help organizations shape the future with confidence. We’ll continue to ask the better questions we’re known for, to get to the new and better answers the future demands.",,,,,0013A00001RAPHtQAP.png,,
001Pp00000mmxAMIAY,EYE-TECH s.r.l.,61001,M,"Eye2Drive is a fabless semiconductor company based in Carrara, Tuscany, Italy. It develops silicon-based solutions for digital imaging inspired by human eyes. The company was founded by Monica Vatteroni, its CEO, to improve digital image quality for all autonomous vehicle applications.",,,,,001Pp00000mmxAMIAY.png,,
001Pp00001WnredIAB,"Fakeeyes Co., Ltd.",62738,M,"FAKE EYES develops an on-device mobility aid powered by XR and Vision AI. It delivers real-time hazard detection and voice guidance without network connectivity, and offers a dedicated navigation service when paired with a smartphone. The accumulated walking data will evolve into Physical AI for autonomous drones and humanoid robots.",Yes,2;000;001-15;000;000,Series A,> 1;000;000,001Pp00001WnredIAB.png,,
001Pp00001MYgeBIAT,Faraday Dynamics Inc.,8871,A,"Faraday Dynamics develops servo motors inspired by the human muscular system, designed for humanoid, quadruped, and rehabilitation robots. With torque density more than twice that of existing high-performance motors, our actuators are the most optimized solution for realizing physical AI and enabling natural human–robot interaction.",No,,,,001Pp00001MYgeBIAT.png,,
0013A00001W62OhQAJ,FARK LABS,10023,A,"Fark Labs, a global hub for innovation and transformation, committed to create a better future for all. We focus on early-stage entrepreneurship, providing support and investment up to Series A rounds. Our vision is to enable the growth of future-ready businesses that drive the future of mobility.",,,,,0013A00001W62OhQAJ.png,,
001Pp00000cdRgnIAE,faytech Tech Co Ltd,8325,A,"faytech produces a wide range of touchscreen solutions at its own sites in Huizhou, Suining and Ichtershausen. These range from optically bonded touch monitors and touch PCs to kiosk systems with transparent T-OLED displays and large-format whiteboards. faytech produces in state-of-the-art facilities in accordance with ISO 9001:2015.",No,,,,001Pp00000cdRgnIAE.png,,
001Pp00001VZHtPIAX,FCM MOBILITY,63432,M,"FCM Mobility delivers scalable, AI-powered, zero-emission micro-mobility for smart waste logistics. Our data-driven platform integrates image processing and carbon tracking to advance sustainable urban transformation.",Yes,250;000-2;000;000,Pre-seed,<500;000,001Pp00001VZHtPIAX.png,,
0014V000042FOCsQAO,FIH,4167,NN,"Discover FIH, a global innovator with decades of expertise in handset ODM and hardware-software integration. Today, FIH focuses on three pillars of innovation—smart manufacturing, automotive electronics, and manufacturing equipment/robotics—delivering advanced solutions and trusted services to industry-leading customers worldwide.",No,,,,0014V000042FOCsQAO.png,,
001Pp00001PjY56IAF,Fitnix LLC,56548,X,"Fitnix LLC develops portable fitness technology that merges strength training and mobility. Its upcoming product, the Olympus Grip SMART, captures push and pull data through self-resistance—bringing measurable strength training anywhere.",No,,,,001Pp00001PjY56IAF.jpg,,
001Pp00000gG1zMIAS,Flanders Investment & Trade Palo Alto,Suite 29-329,J,"We support Flanders, Belgium companies like IMEC, VIB, VITO and FlandersMake in internationalization, and we attract foreign companies to Flanders. Companies can call upon our expertise free of charge.    Investing in Flanders offers many advantages. We act as a guide to our region and offer tailor-made assistance for investment processes.",No,,,,001pp00000gg1zmias.jpg,,
0014V00001gapIXQAY,floLIVE,10771,A,"floLIVE provides the best global cellular connectivity for IoT. We own and operate the world’s largest cellular network, for unmatched coverage, performance, and availability. Our platform and multi-IMSI SIM deliver streamlined operations for your business. Plus, our customer support is unparalleled--because your succesess is our success.",No,,,,0014V00001gapIXQAY.jpg,,
0013A00001a22zPQAQ,Foretellix Inc.,4767,NN,"Foretellix is the leading provider of data-automation for AI-powered autonomy delivering the trusted development toolchain for training, validation, and safety evaluation. Foretellix enables OEMs and AV developers to build next-generation AV technology with measurable efficiency, safety, and scale.",No,,,,0013A00001a22zPQAQ.png,,
0014V00003pRTbTQAW,"Foshan Xinzhiyue Technology Co.,Ltd",31239,D,"We  has mastered the forefront of electronic product development and production technology and complete the formation of R & D department step by step focusing on mobile phone accessories especially speaker & headset since 2008. The logo of Lenyes brand is the lion with the crown, representing passion, mighty and brave",,,,,0014V00003pRTbTQAW.jpg,,
0013000000JA0suAAD,Fraunhofer IIS,Suite 34-204; Suite 34-209,U; U,"For over 30 years, the Audio and Media Technologies division of Fraunhofer IIS has been shaping the globally deployed standards and technologies in the fields of audio and moving picture production. Almost all consumer electronic devices, computers and mobile phones are equipped with systems and technologies from Erlangen today.",No,,,,0013000000JA0suAAD.png,1,Collateral; Business Cards
0013000001KaNE8AAN,Fujitsu Limited,4099,NN,"Fujitsu, headquartered in Japan, is a global leader in technology and innovation, celebrating its 90th anniversary. At CES2026, we showcase the evolution of next-generation mobility powered by AI. Key themes include AI agents, SDV, Data, and Social Digital Twins. We contribute to creating a sustainable world through trust and innovation!",No,,,,0013000001KaNE8AAN.jpg,,
0013A00001ehi8FQAQ,"Funzin Co., Ltd.",5075,NN,"FUNZIN is an AIoT Solution Provider.    FUNZIN's FAIP3.0 provides  big data analysis/learning and various deep learning Vision AI models.  FAIP3.0 is an AIoT development and operation platform specialized for AI Edge services, including Machine Learning Operations (MLOps) to quickly develop and deploy new AI models.",,,,,0013A00001ehi8FQAQ.png,,
001Pp00001NaOpLIAV,"G-robotics Co., Ltd.",50523,X,"We are a robot automation system construction company with over 20 years of experience, delivering smart, efficient, and customized solutions across diverse industries.  Backed by proven achievements and expertise, we provide high-quality automation systems that optimize operations, enhance productivity, and support sustainable growth.",No,,,,001Pp00001NaOpLIAV.png,,
0013000000k52qbAAA,GARMIN International Inc.,3453; 3541,NN; NN,"Engineered on the inside for life on the outside, Garmin products have revolutionized the aviation, automotive, fitness, marine and outdoor lifestyles. Dedicated to helping people make the most of the time they spend pursuing their passions, Garmin believes every day is an opportunity to innovate and a chance to beat yesterday.",,,,,0013000000k52qbAAA.png,,
0013A00001XqIEgQAN,Gauzy Ltd.,6911,NN,"Gauzy Ltd. is a fully-integrated light and vision control company, focused on the research, development, manufacturing, and marketing of vision and light control technologies that are developed to support safe, sustainable, comfortable, and agile user experiences across various industries. Headquartered in Tel Aviv, Israel, the company ha",,,,,0013A00001XqIEgQAN.png,,
001Pp00000UiYUZIA3,"Geely Auto Group Co., Ltd",6201; N216,NN; E,,No,,,,001Pp00000UiYUZIA3.jpg,,
0013000001KYV9pAAH,Gentex Corporation,4339,NN,"Gentex is a technology company and long-time supplier of electro-optical products for the global automotive, aerospace, and fire protection industries. We supply nearly every major automaker with connected-car technologies and advanced electronic features that optimize driver vision and enhance driving safety.",,,,,0013000001KYV9pAAH.png,,
001Pp00000EYxlaIAD,GEODNET,10971,A,"GEODNET is a Web3 blockchain-powered RTK network built on #DePIN principles. Led by GPS experts, it delivers global centimeter-level accuracy by merging blockchain with advanced RTK. GEODNET powers the future of robotics—enabling drones, autonomous vehicles, and machines to operate with precision and reliability.",No,,,,001Pp00000EYxlaIAD.png,,
001Pp00000jA6TgIAK,GeoMate,50755,X,"GeoMate is a leader in the HD mapping and simulation spaces, delivering precise, AI-powered solutions for autonomous driving companies. Leveraging AI and aerial imagery, GeoMate creates HD maps quickly, accurately, and cost effectively. Our data can be extracted in flexible file formats includuing simulation ready formats.",No,,,,001Pp00000jA6TgIAK.png,,
001Pp000002YeLFIA0,German Pavilion,51242,X,Germany participates with a company joint presentation which is presented by the Federal Ministry for Economic Affairs and Energy and supported by AUMA - Association of the German Trade Fair Industry and organized by Hannover Fairs International GmbH.,No,,,,001Pp000002YeLFIA0.png,,
0013A00001VJssVQAT,GGEC,Venetian Palazzo Hospitality Suites,U,"GGEC, founded in 1951 and listed on the Shenzhen Stock Exchange (002045), is a leading audio and electro-acoustic manufacturer specializing in transducers, smart speakers, wearables, and automotive acoustics, backed by strong R&D, advanced facilities, and ISO-certified quality.",No,,,,0013A00001VJssVQAT.png,,
0014V00003ThfUNQAZ,GIS,6477,NN,"GIS has been dedicated to developing solutions that combine deep technology and design integration. We will showcase optical lenses, waveguide-based near-eye display modules, wafer-level optical components, and a variety of smart in-vehicle application products, including HUDs, AR coating technologies, and Mini LED touch display modules.",No,,,,0014V00003ThfUNQAZ.jpg,,
001Pp00001YXIF0IAP,GLEC Inc,63600,M,"GLEC Inc. develops AI Tachographs that combine dual-CPU edge AI DTGs for freight trucks with a cloud-based Fleet AI platform. With pilots on about 500 trucks and 34 million daily driving records, the system delivers an ISO-14083-compliant carbon measurement engine while automating key fleet operational, safety, and carbon-related decision",Yes,250;000-2;000;000,Seed,<500;000,001Pp00001YXIF0IAP.png,,
0013000001KYVIcAAP,GlobalSat WorldCom Corporation,8172,A,"GlobalSat, founded in 2000, is a leading GPS receiver and module maker. With years of experience, we offer four product lines: 1. GPS Tracking for personal/fleet 2. GPS/Bluetooth Wearable Devices 3. IoT Products (Satellite, LTE, LoRa, mmWave, RTK) 4. GPS Modules/Receivers.",No,,,,0013000001KYVIcAAP.JPG,,
001Pp00001O4r97IAB,GoKidu Technologies Corp,61240,M,"GoKidu is a mobile platform that connects recipients with verified sperm, egg, and embryo donors as well as surrogates in a transparent, secure, and legally protected way. We’re replacing outdated, anonymous, and overpriced fertility systems with a modern, ethical alternative.",Yes,250;000-2;000;000,Pre-seed,<500;000,001Pp00001O4r97IAB.png,,
0013A00001ei127QAA,Goodyear Tire & Rubber Company,4775,NN,"At Goodyear, innovation isn't just what we do - it's who we are. Since Goodyear's founding in 1898, our standard for success has been based on a commitment to continuous improvement and innovation.",,,,,0013A00001ei127QAA.png,,
0013A00001QDMPyQAP,Google LLC,Palmer 1; Palmer 2; Wynn Encore Hospitality Suites; Wynn Encore Hospitality Suites 2; Wynn Encore Hospitality Suites 3; Wynn Encore Hospitality Suites 4; Wynn Encore Hospitality Suites 5; Wynn Encore Hospitality Suites 6; Wynn Encore Hospitality Suites 7; Wynn Encore Hospitality Suites 8; Wynn Encore Hospitality Suites 9,QQ; QQ; P; P; P; P; P; P; P; P; P,Our mission is to organize the world's information and make it universally accessible and useful.,,,,,,,
0013000001KYVJRAA5,Gopod Group Holding Limited,30639,D,"Established in 2006, Gopod is a nationally recognized high-tech enterprise that specializes in R&D, production and sales of computer and mobile phone accessories. Gopod's products entered the global sales network of Apple Store in 2019 and sell well in Europe, America, Japan, Korea, etc,",,,,,0013000001KYVJRAA5.jpeg,,
001Pp00001Ruqv8IAB,GPU Audio,60846,M,"GPU Audio has solved the fundamental challenge of running advanced audio DSP and Neural Network algorithms on GPUs, unlocking massive parallel processing power that can transform audio in new ways.  Accelerated Audio Computing will change how people record, edit, perform, perceive, and experience audio.",Yes,15;000;001-50;000;000,Series A,<500;000,001Pp00001Ruqv8IAB.png,,
0013000001KaNErAAN,Gracenote,Condesa 2,YY,Gracenote is the content data business unit of Nielsen that powers innovative entertainment experiences for the world’s leading media companies. Our entertainment metadata and connected IDs deliver advanced content navigation and discovery to connect consumers to the content they love and discover new ones.,No,,,,0013000001KaNErAAN.png,,
001Pp00001As0ZWIAZ,Granite,11078,A,"Granite delivers advanced communications and technology solutions to businesses and government agencies throughout the United States and Canada. The $1.8 billion company serves more than two-thirds of Fortune 100 companies and has 1.75 million voice and data lines under management, supporting more than 650,000 locations.",No,,,,001Pp00001As0ZWIAZ.png,,
0013A00001QDOjIQAX,"Great Star Industrial USA, LLC",9554,A,"Great Star Industrial, Asia’s largest tool company, is the parent of OLE-Systems, with MorpheusTEK as its North American distributor. They provide advanced LiDAR, 3D depth cameras, and imaging sensors for robotics, automation, and mobility with scalable manufacturing, customization, and integration support.",No,,,,0013A00001QDOjIQAX.png,,
0013A00001TrLmOQAV,Great Wall Motor Company Limited,4541,NN,"GWM's key business covers the design, engineering, production, sales, and service of automotive vehicles and components. We also make strategic investments in the hydrogen and solar energy sectors. Meanwhile, GWM focuses on the development and application of connectivity, autonomous driving, and automotive chips.",,,,,0013A00001TrLmOQAV.png,,
0013000001NvGwOAAV,Green Hills Software LLC,6227,NN,"Green Hills Software is the worldwide leader in embedded safety & security, offering scalable runtime environments and integrated development solutions for the automotive, defense, medical, industrial, networking, and consumer markets. With its solutions, Green Hills Software helps to lower development costs and reduce time-to-market.",No,,,,0013000001NvGwOAAV.png,,
001Pp000017J3YsIAK,Gruner AG,6972,NN,"Gruner AG produces advanced solenoid solutions tailored for automotive and other applications. Come by and experience our active haptic actuators. We also manufacture high-quality relays and servomotors for diverse applications. With over 70 years of experience, we deliver innovation and quality from design to production.",No,,,,001Pp000017J3YsIAK.jpg,,
0014V00003F1ZjJQAV,"Guangdong Dapu Telecom Technology Co., Ltd",35924,D,"Founded in 2005 and headquartered in Dongguan, China, Dapu Technologies is a global supplier of frequency, clock, timing, and RF products. Its business spans telecom, industrial control, automotive electronics, instrumentation, artificial intelligence, data centers, and mobile terminals, serving customers in over 30 countries worldwide.",No,,,,0014V00003F1ZjJQAV.jpg,,
001Pp00001RbHHxIAN,"Guangdong Huicheng Vacuum technology co., ltd.",36125,D,"Guangdong Huicheng Vacuum Technology Co., Ltd. is a global supplier of vacuum application solutions, specializing in the development, production, and sales of optical coater, functional coater, decorative coater, roll-to-roll coater, inline coater, and ALD system. HCVAC successfully went public on the Shenzhen Stock Exchange's GEM.",No,,,,001Pp00001RbHHxIAN.png,,
0014V00001zm9LWQAY,"Guangzhou Baiyue Digital Technology Co. , Ltd",35529,D,"FANSONG was founded in 2005, we are specializing in the production of mobile phone cases, tablet cases and other mobile accessories.Main Products: Phone Cases( Leather Case, Hard PC Case, TPU Case, Hybrid Case),Tablet Cases,Kindle Cases and other electronic accessories.",No,,,,0014V00001zm9LWQAY.jpg,,
001Pp000003CbQNIA0,"Guangzhou Jindu Digital Co., Ltd.",31551,D,"KZDOO brand, originates from Guangzhou Jindu Digital Co.,Ltd, it was born out of belief in transmitting good products to consumers. Our product range mostly in mobile phone protection such as protective case for phones, AirPods, watch and MacBook etc., and in the year of 2022, we expanded product line into more categories.",,,,,001Pp000003CbQNIA0.png,,
0014V00003Q3ZMYQA3,"Guangzhou Kunpo Technology Development Co., Ltd.",31803,D,"Lensun is a leading brand name for mobile phone protection customization system. Our main products are screen protector cutting machine, protective film and UV printer, provide \""zero stock\"" customization equipment and application. With strong innovation ability, we have developed over 50000 protector cutting templates to suit your market.",,,,,0014V00003Q3ZMYQA3.png,,
0013A00001ehdzhQAA,Guangzhou U&I Technology Company Limited,31301,D,"Guangzhou U&I Technology Co. Ltd. (Stock Code: 839438), established in 2003, is a high-tech enterprise specializing in New-Generation Information Technology. It focuses on Bluetooth technology within wireless communications, integrating R&D, production, and sales.",No,,,,0013a00001ehdzhqaa.png,,
001Pp00000GsZLJIA3,Guangzhou Ultronix Products Ltd.,6667,NN,"Guangzhou Ultronix Products Co., Ltd. was established in 2005 with a registered capital of RMB 50 million. Ultronix has more than 15 years of experience in the ultrasonic and millimeter wave sensing, image acquisition and processing technology, and specializes in automotive electronic products.",,,,,001Pp00000GsZLJIA3.png,,
0013A00001WrwzcQAB,"Guangzhou Veaqee Electronic Co., Ltd.",31247,D,"Veaqee company was founded in 2009, with 14 years experience in the fields of phone accessories.Veaqee is located in Guangzhou Haizhu District,CBD office building,main products are mobile phone chargers, data cables, power banks, earphones and speakers.",,,,,0013A00001WrwzcQAB.png,,
0013000001KYVR0AAP,"Guangzhou Wesdar Electronic Co., Ltd.",21841,B,"Guangzhou Wesdar Electronic Technology Co.. Ltd. is a company dedicated to mobile phones accessories, is one of Guangzhou high-tech enterprises with computer peripheral digital accessories.    Established in 2005, the headquarters is located in Zengcheng District, Guangzhou City.Having 5A modern office area, comfortable and clean office env",,,,,0013000001KYVR0AAP.jpg,,
001Pp00001W04dSIAR,Guohua Intelligent,36127,D,"Guohua Intelligent Equipment Co., Ltd. specializes in the R&D, manufacturing, and sales of high-end humanoid robot core components and complete  robotic systems. Our core products include high-precision harmonic reducers, planetary roller screws, rotary/linear joint modules, and high-performance  humanoid robot bodies.",No,,,,001Pp00001W04dSIAR.png,,
0014V000046QIo2QAG,Gwangju City,50335,X,"Gwangju is a city of democracy, human rights, and peace. Gwangju city is developing into a leading economic city by fostering industries in AI, mobility, and energy as future industries. We introduce 11 innovative companies in the field of AI-based healthcare, contents, and home appliances that share the future of Gwangju city.",,,,,0014V000046QIo2QAG.jpg,,
0013A00001TOzHwQAL,Hailo,Suite 29-308; Suite 29-310; Suite 29-312,J; J; J,Hailo has developed the world’s most cost-efficient and power-efficient AI Processors designed to run sophisticated deep learning and generative AI applications on edge devices. Our AI accelerators and AI camera vision processors enable AI applications to be processed locally and offline for maximum availability and privacy.,No,,,,0013a00001tozhwqal.png,,
