exhibitor_id,name,booths,hall,description,seeking_funding,funding_amount,investment_stage,revenue,logo_file,featured,tags
001Pp00000joxB7IAI,"Shinsung Delta Tech Co.,Ltd.",53252,X,"Shinsung Deltatech is making a good company with good people.  Shinsung Deltatech, founded in 1987, has been driven by a spirit of constant challenge, guided by a management philosophy of self-realization, customer satisfaction, and love for neighbors. We are actively expanding across the world to create a future of mutual growth.",,,,,001Pp00000joxB7IAI.png,,
0013A00001W600aQAB,"Sichuan Changhong Neonet Technologies Co., Ltd.",52352,X,"Changhong Network devoted to Networking products and IoT products.    Our advantage is to develop products according to customer requirements，we own experienced R&D team, complete testing lab , large-scale  manufacturing ability,  strict quality control and mature project management experience.     OEM/ODM/Joint development are welcome!",,,,,0013A00001W600aQAB.png,,
001Pp00000nh1EPIAY,"Sierra BASE Co., Ltd.",50523,X,"Robot intelligent 3D autonomous operation solution, SIRIUS    Sierra Base is a venture company that provides 3D modeling and autonomous inspection service solutions at various facilities and sites using autonomous drones & robots developed with its own technology.",Yes,2;000;001-15;000;000,Series B,> 1;000;000,001pp00000nh1epiay.png,,
0013A00001eg19sQAA,SiFive,Venetian Palazzo Hospitality Suites; Venetian Palazzo Hospitality Suites 2,U; U,"SiFive is the founder and leader of RISC-V computing. SiFive’s high performance compute platforms have enabled leading technology companies to deliver the most advanced solutions across every market segment of chip design, including AI, ML, automotive, data center, mobile, and consumer. With SiFive, the future of RISC-V has no limits.",,,,,0013A00001eg19sQAA.png,,
001Pp000004QvtEIAS,"Signlab Co., Ltd",50363,X,"SIGNLAB is a startup company established in 2015 with creativity and passion, aiming to lead the next generation of smart technologies and culture in Korea.",No,,,,001Pp000004QvtEIAS.png,,
0013000001KaMcEAAV,Silicon Labs,Toscana 3604; Toscana 3605; Toscana 3706; Toscana 3708; Toscana 3709; Toscana 3710,H; H; H; H; H; H,"The leader in silicon, software and solutions for a smarter, more connected world.",,,,,0013000001KaMcEAAV.png,,
001Pp00000nmB0CIAU,SIMSTech,50123,X,"SIMSTech's surgical instrument tracking and laser marking technology is innovative. The 2mm UDI codes are consistently recognizable, enabling the simultaneous identification of multiple reusable instruments within 0.8 seconds with 100% accuracy. It supports full lifecycle tracking under the UDI system and is not based on RFID technology.",,,,,001Pp00000nmB0CIAU.png,,
001Pp0000043yGgIAI,Skylink Global,51965,X,A Complete telecommunications solutions provider.,,,,,001Pp0000043yGgIAI.jpg,,
001Pp00000dfwkrIAA,SkyMirr,8162,A,"SkyMirr is the creator of revolutionary, AI Driven; Wireless and IOT Communication Technologies. SkyMirr's unique MULCAT technology can improve IOT wireless connectivity significantly. Our solutions offer innovation to Energy, Geolocation, Biomedical and terrestrial and non-terrestrial communications",,,,,001Pp00000dfwkrIAA.jpg,1,
001Pp00001Ir8uDIAR,"Sleno Co., Ltd.",8169,A,"Sleno Co., Ltd. is an innovative South Korean startup specializing in Massive IoT Network and Real-time Kinematic (RTK) technology. Our devices power smart city applications such as safety monitoring, smart agriculture, smart factories, smart metering, disaster response system and autonomous vehicles—ensuring critical data arrives first.",No,,,,001Pp00001Ir8uDIAR.png,,
001Pp00000jcLhTIAU,Smart E&C,50123,X,"Smart E&C develops IoT-based ICT systems for SOC disaster safety, providing predictive monitoring and early-warning solutions. Recognized with major awards, its innovations—Smart Terra Sense and a slope-failure early warning system—enhance public safety.",No,,,,001Pp00000jcLhTIAU.png,,
001Pp00001O4eIKIAZ,Smart Hip Guardian,61047,M,"Briggs Health Solutions has created a patented, predictive, protective wearable called the Smart Hip Guardian, that can tell the difference between everyday activities and a fall event.  In the event of a fall, the Smart Hip Guardian deploys protective pads to help prevent hip fractures while automatically contacting first responders.",Yes,2;000;001-15;000;000,Seed,<500;000,001Pp00001O4eIKIAZ.png,,
0013A00001QjvS0QAJ,"Smart Medical Device Co., Ltd.",53417,X,"Safe Smart Insole 'Kokasin' is a redesigned insole-type wandering device created to prevent the disappearance of elderly individuals with dementia and those with developmental disabilities. Originally launched as a shoe-type product, 'Kokasin' has been improved with a new communication system and re-released as an insole.",,,,,0013A00001QjvS0QAJ.png,,
0013A00001YWEJTQA5,Smart Radar System,4159,NN,"Smart Radar System is a company that develops 4D image radar technology. It integrates 3D information about surrounding objects distance, speed, and angle with height data and applies deep learning technology to accurately perceive the environment. This innovative technology is garnering significant attention in the AD/ADAS  market.",,,,,0013A00001YWEJTQA5.png,,
0013A00001a1ClAQAU,smartmicro,4153,NN,"At smartmicro, we design, develop, and manufacture sensor solutions for traffic management and automotive industries. For more than 27 years we have been the leading specialist in high performance radar technology.",No,,,,0013A00001a1ClAQAU.png,,
001Pp000004ReDcIAK,SmartONE Solutions,50755,X,"SmartONE created a new product offering called the \""Smart Community\"" by connecting smart homes together over a building network. The solution is bundled with internet and sold through large telecommunication companies to multi-family residential developments.",,,,,001Pp000004ReDcIAK.png,,
0013000000k53L6AAI,Smoothtalker - Mobile Communications Inc.,8462,A,We are a North American Cellular Signal Booster Manufacturer. In 2001 we designed the first digital mobile amplifier in North America to receive FCC & Industry Canada approval. We continue to lead with the most powerful &  intelligent Cellular Signal Boosters in the world. Our products are “commercial grade” & outperform competing brands.,No,,,,0013000000k53L6AAI.png,,
0013000001KaMHkAAN,Socionext America Inc.,9439; Westgate Hospitality Suites,A; N,"Socionext Inc. is a global SoC (System-on-Chip) supplier and a pioneer of a unique “Solution SoC” business model through decades of industry experience and expertise. Socionext contributes to global innovation in advanced technologies including automotive, data center, networking, and smart devices. More info at: https://socionextus.com/",No,,,,0013000001KaMHkAAN.png,,
0013000001JxrIqAAJ,SoftAtHome,Suite 29-209,J,"SoftAtHome is an independent software provider with solutions on broadband, Wi-Fi, analytics, QoE monitoring, and a gateway app store. Our solutions power over 30 million connected homes globally. With its focus on energy efficiency and OS communities like prpl, SoftAtHome continues to innovate for the future of the connected home.",,,,,0013000001jxriqaaj.jpg,,
0014V00003Awd5IQAR,"Somos, Inc.",10970,A,"Building Stronger Connections between Consumers, Brands and Communities.    Somos is committed to helping organizations protect their IoT devices from potential security threats. As a leading authority in identity management, fraud prevention and data solutions, Somos offers a key value proposition to the IoT ecosystem.",No,,,,0014v00003awd5iqar.png,,
001Pp00000nEgCsIAK,Sonaide,60801,M,MAKING SENSE OF SOUNDS :  On-device sound detection technology embedded in existing devices for health and safety.,Yes,250;000-2;000;000,Pre-seed,<500;000,001Pp00000nEgCsIAK.png,,
0013A00001VLQuvQAH,"SOS LAB Co., Ltd.",6641,NN,SOS LAB provides proprietary LiDAR sensors. Our high-quality products will make future mobility and infrastructure much more innovative and safer.,No,,,,0013A00001VLQuvQAH.png,,
0013A00001eZORvQAO,SoundHound AI,5867,NN,"SoundHound AI, a global leader in voice and conversational AI, helps businesses create better customer experiences. Our proprietary technology and AI agent platform automate natural conversations in multiple languages across key customer channels. Each year, we process billions of interactions for world-class companies.",No,,,,0013A00001eZORvQAO.png,,
001Pp00001Vm4H9IAJ,Sounteco Inc,35348,D,"Sounteco Inc, an American enterprise has been focusing on easy-to-use electronic products, senior mobile phones, Open Ear Headphones, smart terminals, IOT products with her own R&D, Manufacturing, Sales and Service.  Her Open Ear Headphones are sold in BestBuy, Visons, Canadiantire in North America, with tens of millions of users wordwide",No,,,,001Pp00001Vm4H9IAJ.jpg,,
0013A00001XUVvFQAX,Specialty Coating Systems,8775,A,"SCS is a world leader in Parylene, liquid, plasma, ALD and multilayer conformal coating services and technologies with 21 worldwide locations and over 50 years of experience. SCS conformal coatings offer excellent moisture, chemical and dielectric barrier protection to components across various industries.",No,,,,0013a00001xuvvfqax.jpg,,
001Pp00000ZyzMEIAZ,Spectricity NV,Venetian Palazzo Hospitality Suites,U,"Founded in 2018 as a spin-off of Imec and headquartered in Belgium, Spectricity is a fabless semiconductor company specializing in the development and manufacturing of multispectral imaging solutions. The products include multispectral image sensors and camera modules with a focus on small form factor and mobile device integration.",Yes,15;000;001-50;000;000,Series C and beyond,<500;000,001Pp00000ZyzMEIAZ.png,,
001Pp00001PW0nZIAT,SPILab Corporation,50523,X,"Raypann Drone is a self-adaptive AI drone platform that thinks about its own decisions. By combining a self-model with physics-based rules, it scores and explains each prediction, honestly signals when more data is needed, and adapts in real time to sensor failures and changing environments from edge to cloud for safe, reliable operation.",No,,,,001Pp00001PW0nZIAT.png,,
001Pp00001TQpygIAD,SRK Techtronics,6410,NN,"SRK Techtronics (SRKTT) is an Electronics System Design and Manufacturing company offering a wide spectrum capability for Design, Prototype Development, and Build-to-Print/Build-to-Spec manufacturing across Automotive, Aerospace, Defense, Railways, and Industrial segments.",No,,,,001Pp00001TQpygIAD.jpg,,
001Pp00001NRHyvIAH,ST-Labs,50816,X,"ST-Labs, founded in 2021, develops short wave infrared (SWIR) spectrum analysis and AI solutions. With innovative, cost-effective technologies, the company drives sustainability through plastic analysis and recycling innovation, while expanding applications across agriculture, healthcare, and environmental fields.",No,,,,001Pp00001NRHyvIAH.png,,
0014V000042FOulQAG,Starling Medical,61249,M,"Starling, a Y Combinator backed company, has built the first medical device capable of tracking your risk of urinary tract infections every time you go to the bathroom and may be sensitive to health conditions such as chronic kidney disease, diabetes, prostate health, and cancer.",Yes,2;000;001-15;000;000,Series A,<500;000,0014v000042foulqag.png,,
0014V000042Et5nQAC,Starlink,Suite 29-201; Suite 29-203; Suite 29-212,J; J; J,"Starlink delivers high-speed, low-latency internet to users all over the world. As the world's first and largest satellite constellation using a low Earth orbit, Starlink delivers broadband internet capable of supporting streaming, online gaming, video calls and more.  Starlink is engineered and operated by SpaceX.",,,,,0014v000042et5nqac.png,,
0013000001KaOG0AAN,"STMicroelectronics, Inc.",Bandol 1; Krug; Moet; Reims,PP; PP; PP; PP,"At ST, we are creators and makers of semiconductor technologies. An integrated device manufacturer, we work with customers and partners to design and build products, solutions, and ecosystems that address their challenges and opportunities, and the need to support a more sustainable world.",No,,,,0013000001KaOG0AAN.jpg,,
0013000001N9Zo8AAF,"Stonkam Co., Ltd.",3867,NN,"Found in 2003, STONKAM CO., LTD is a national high-tech enterprise, integrating R&D, production and sales service for customers. We've been dedicated to the field of AI imaging and intelligent vehicles and have built up a rich technological library for the development of vehicle monitoring, vision solution and proactive safety system.",No,,,,0013000001N9Zo8AAF.jpg,,
0013000001N9neuAAB,"Stratio, Inc.",50017,X,"STRATIO is a deep-tech startup based in San Jose, CA, and South Korea. It specializes in germanium-based SWIR (shortwave infrared) sensors. At STRATIO, we’re excited to introduce our new image sensor, which covers the infrared range (800 nm - 1,700 nm, SWIR) and is priced similarly to standard image sensors (~$20).",,,,,0013000001N9neuAAB.png,,
0013000001Mewf6AAB,StreamUnlimited Engineering Gmbh,Venetian Palazzo Hospitality Suites,U,"StreamUnlimited is a supplier of software and hardware modules for connected audio and IoT offering its own IP and engineering services. We work with a global cross-section of high-end audio, CEDIA-channel, premium and mainstream consumer electronics and smart home manufacturers.",,,,,0013000001Mewf6AAB.jpg,,
001Pp00001X9qTwIAJ,Strong-Wave Radio Technology Inc.,62201,M,"SWaRT as expertise of antenna design house who focus on mmWave,  SatCom and phased array design. SWaRT provide cost-effective buy high performance solution for any high frequency and high gain application.  SWaRT with three major product lines, military communication or radar, SatCom UT or Payload and Ground communication solutions.",No,,,,001Pp00001X9qTwIAJ.png,,
001Pp00001ZT2Y2IAL,SunCubes SRL,61000,M,"SunCubes LIGHT is a wireless laser system that remotely powers drones and sensors—no cables, no human intervention. Compact, precise, and safe, it enables continuous operations in critical infrastructure, harsh environments, and smart city scenarios. . It delivers on-demand energy with unmatched flexibility supporting autonomous missions.",Yes,2;000;001-15;000;000,Series A,<500;000,001Pp00001ZT2Y2IAL.png,,
0013000001KYVBrAAP,Sungale Electronics (Shenzhen) Limited,15430,B,"eco4life is an IOT Smart Home brand.   Sonicgrace inc is a professional Smart Home Devices manufacturer with more than 15 years of manufactory history. Sonicgrace enters the North America market to introduce the eco4life brand smart home products, connectivity solutions, and services.",No,,,,0013000001KYVBrAAP.png,,
001Pp00000EtBSdIAN,"Sunnyway Technology (China) Co.,Ltd",10962,A,"Founded in 2009, Sunnyway Technology is a Shanghai ""Science and Technology Small Giant"" enterprise, national-level High-tech enterprise and a national-level specialized and special ""Little Giant"" enterprise, IOT and IOT antenna solution provider, standard antenna and customizes. 34R&D centers ,13OTA chambers, more than 140+ engineers.",No,,,,001Pp00000EtBSdIAN.png,,
001Pp00001UWRJtIAP,Sustainable Energy Research Division,62643,M,"The Rotating Machinery Innovation (RoMin) Lab at KIST advances tribology, rotordynamics and AI-based diagnostics for turbomachinery. We design and optimize bearings for extreme environments, study dynamic behavior of pumps and turbines, and develop cyber physical system-based condition monitoring and life prediction for energy systems.",Yes,250;000-2;000;000,Pre-seed,<500;000,001Pp00001UWRJtIAP.png,,
001Pp00001LaDLYIA3,"Suzhou JoyIn Technology Co., Ltd.",10748,A,"Zeroth is a pioneering tech enterprise specializing in the research and development, product and application, and implementation of robotics and AI technologies.",Yes,15;000;001-50;000;000,Series A,> 1;000;000,001Pp00001LaDLYIA3.png,,
001Pp00000U7QvuIAF,Swan Softweb Solutions,9273,A,"We automate business by AI driven custom software solutions and help increase profits, performance and potential. We enable owners to work less hours and earn more.    We are a team of passionate software developers with over 10 years of experience, comprising 50+ developers who have successfully delivered 100+ projects.",,,,,001pp00000u7qvuiaf.png,,
001Pp00001VZKPrIAP,Swayfish Technology,63432,M,"Swayfish Technology develops IoT solutions for smart agriculture. Our flagship product, the Lykyn Smart Mushroom Grow Chamber, uses sensors and automation to create ideal growing conditions, combining science and sustainability to make indoor farming smarter and more efficient.",Yes,250;000-2;000;000,Seed,501;000-1;000;000,001Pp00001VZKPrIAP.png,,
0014V00002uhYySQAU,Swift Navigation,3155,NN,Swift Navigation is changing the way we navigate and understand our planet. Swift’s precise positioning technology platform improves location accuracy from several meters to centimeter-level and is used by millions of devices across the globe.,,,,,0014V00002uhYySQAU.png,,
00130000008RscnAAC,Synaptics,Bellini 2105; Bellini 2106,X; X,"Synaptics is leading the charge in AI at the Edge, bringing AI closer to end users and transforming how we engage with intelligent connected devices, whether at home, at work, or on the move. From touch, display, and biometrics to AI-driven wireless connectivity, video, vision, audio, speech, and security processing.",No,,,,00130000008RscnAAC.png,,
0013000001KaNQGAA3,"Synopsys, Inc.",Venetian Palazzo Hospitality Suites,U,Synopsys delivers leading silicon to systems design solutions that maximize our customers’ R&D capability and productivity. Companies trust Synopsys to pioneer new technologies getting them to market faster without compromise.,,,,,0013000001KaNQGAA3.jpg,,
0013A00001eff0ZQAQ,Syntiant Corp.,Toscana 3805; Toscana 3806,H; H,"Syntiant® delivers highly efficient processor, sensor, and software solutions. With more than 100 million purpose-built silicon and ML models deployed, along with billions of MEMS microphones and sensors, Syntiant’s technology is powering edge AI applications for speech, audio, sensor and vision processing worldwide.",No,,,,0013A00001eff0ZQAQ.png,,
0013A00001UKKzJQAX,Tactotek,Venetian Palazzo Hospitality Suites,U,"TactoTek® develops and licenses In-Mold Structural Electronics (IMSE®) technology that combines electronics and mechanics into ultra-thin, lightweight, and functional surface structures. From automotive to industrial applications, IMSE helps create advanced features like surface illumination, user interfaces, and illuminated branding.",No,,,,0013A00001UKKzJQAX.png,,
0013000001MemIGAAZ,"Taiyo Yuden Co., Ltd.",7119,NN,"TAIYO YUDEN is a leading manufacturer of capacitors, inductors, circuit products, RF devices, energy devices and so on. TAIYO YUDEN products are incorporated into various devices in the IT and electronics fields, and its super high-end products boast the largest market share in the industry.",,,,,0013000001MemIGAAZ.png,,
001Pp00001XAqUrIAL,TanE AIOT Corporation,62201,M,"TanE Wireless was founded in 2019 and is headquartered in Hsinchu Science Park, Taiwan.  We specialize in innovative AIoT mobility and connectivity solutions that combine NB-IoT, AI, and 5G technologies.  Our goal is to build products that enhance safety, connectivity, and intelligence in everyday life.",No,,,,001Pp00001XAqUrIAL.png,,
0013A00001UacxmQAB,Taoglas,Venetian Palazzo Hospitality Suites,U,"Taoglas delivers trusted technology for a smarter world. Our solutions include advanced components and technologies and help OEMs, enterprises, and communities to resolve the complexities of bringing digital transformation solutions to market quickly and cost effectively.",,,,,0013A00001UacxmQAB.png,,
001Pp00001Wiv1iIAB,"Tata Electronics America, Inc.",Bowtie 1; Bowtie 2; Bowtie 5; Bowtie 6,AAA; AAA; AAA; AAA,"Tata Electronics Private Limited is a prominent global player in the electronics manufacturing industry, with fast-emerging capabilities in Electronics Manufacturing Services, Semiconductor Assembly & Test, Semiconductor Foundry, and Design Services.",No,,,,001Pp00001Wiv1iIAB.png,,
0013000000hvMclAAE,TDK Corporation,15803,B,"“In Everything, Better” – TDK is everywhere, inside end consumer products, the invisible force enabling devices, applications, and technologies. We create impact from within from the latest advancements in mobility, energy efficiency, and artificial intelligence to cutting-edge solutions for data centers and smart infrastructure.",No,,,,0013000000hvmclaae.png,,
001Pp00000kLii3IAC,Team Elysium Inc.,50123,X,"Team Elysium is a pioneering AI-driven healthcare startup specializing in MSK health. By harnessing advanced 3D sensing technology, we provide precise diagnostics and comprehensive management solutions for MSK conditions. Our innovative tools are trusted by over 400 healthcare providers and are gaining traction in fitness facilities.",,,,,,,
001Pp00001VZJDVIA5,Tech2Biology,63432,M,"Tech2Biology develops AI- and IoT-powered smart beehive systems that protect pollinators, ensure honey purity, and increase yield. Through AirBee and RoboHive devices, we enable early disease detection, traceability, and sustainable beekeeping for a healthier planet.",Yes,<250;000,Pre-seed,<500;000,001Pp00001VZJDVIA5.png,,
0013A00001QlNxHQAV,Tekstart,50755,X,"The TekStart® Group is a privately held firm that funds, builds, and scales advanced technologies. Through its ChipStart® business, it delivers custom ASIC design and operations. Its latest innovation, Cognitum, is a high-performance, ultra-low-power AI processor designed for edge devices – and is a CES2026 Innovation Award Honoree.",Yes,2;000;001-15;000;000,Series A,> 1;000;000,0013A00001QlNxHQAV.png,,
0013A00001XrmxiQAB,Telink Semiconductor,51759,X,"Telink Semiconductor is a global fabless lC design company with offices and subsidiaries covering North America, EMEA, and Asia-Pacific. Telink is dedicated to the development of highly integrated low-power multi-protocol radio frequency system chips and comprehensive protocol stacks for loT applications.",No,,,,0013A00001XrmxiQAB.png,,
0013000001KaMfCAAV,Telit Cinterion,10662,A,"Telit Cinterion is a leading IoT enabler offering end-to-end solutions, from connected devices and wireless modules to MVNO connectivity, edge-cloud software and IoT platforms. As the largest western provider, Telit Cinterion delivers secure, award-winning IoT innovation for top global brands.",No,,,,0013000001KaMfCAAV.png,,
0014V00002JIYVfQAP,Tembo Health,53423,X,"Tembo Health guides patients and caregivers living with dementia in their care, goals, and overall quality of life. Utilizing telehealth care teams, vital sign sensors, and in-home diagnostics, we are able to keep patients with dementia healthy, happy, and at home. ER avoidance rates of 75%. NPS of 95. Free for Medicare beneficiaries.",Yes,2;000;001-15;000;000,Series A,> 1;000;000,0014V00002JIYVfQAP.png,,
001Pp00001Xcs2LIAR,"Tethral, Inc.",61660,M,,,,,,,,
0014V000036pxrHQAQ,TetraMem Inc,8874,A,"Founded in 2018 by a team of world-class experts, TetraMem is poised to deliver the industry’s most disruptive in-memory computing (IMC) technology for edge applications. Our team brings together complementary skill sets and technological know-how, ranging from proprietary computing memory devices to novel computing architectures.",,,,,0014V000036pxrHQAQ.jpg,,
00130000008Rps2AAC,Texas Instruments,N115; N116; N117; N118,A; A; A; A,"Texas Instruments has been making progress possible for decades. We are a global semiconductor company that designs, manufactures, tests and sells analog and embedded processing chips. Our products help our customers efficiently manage power, accurately sense and transmit data and provide the core control or processing in their designs.",,,,,00130000008Rps2AAC.png,,
001Pp00000h0U3GIAU,TG0 - Touch Technology,50732,X,"TG0 is at the forefront of hardware innovation. Based in London and Hong Kong, we specialise in creating next-gen human-machine interfaces by turning everyday conductive polymers into touch and pressure-sensitive surfaces, streamlining your production, cutting costs and elevating user experiences.",Yes,2;000;001-15;000;000,Series B,> 1;000;000,001Pp00000h0U3GIAU.png,,
001Pp00001XmuaOIAR,THA srl,61465,M,,,,,,001Pp00001XmuaOIAR.jpeg,,
0014V00003pRZRAQA4,Thales DIS France SAS,10177,A,"Thales, a global leader in advanced technologies, drives innovation in IoT connectivity and security, through eSIM for IoT.  Our dedicated solutions are designed to address the unique challenges of the IoT landscape, providing top-notch connectivity for massive deployments and a steadfast defense against cyber threats.",,,,,0014V00003pRZRAQA4.jpg,,
001Pp00000o3OaXIAU,Thermoeye Inc,50523,X,"Thermoeye Inc specializes in thermal imaging solutions and AI technologies. It develops advanced temperature analysis algorithms, distance recognition systems, and thermal cameras for industries like semiconductors, automotive, and batteries. The company collaborates with global firms and anticipates rapid growth by 2028.",,,,,001Pp00000o3OaXIAU.png,,
0013A00001eYmVeQAK,"Third Reality, Inc.",52162,X,"THIRDREALITY is a pioneering smart home company specializing in innovative devices like sensors, smart lighting, and hubs. We enhance daily life with seamless integration across platforms like Apple Home, Amazon Alexa, and Google. With Zigbee and Matter products, THIRDREALITY enables smarter, connected living spaces.",,,,,0013A00001eYmVeQAK.jpg,,
001Pp00001TmmM5IAJ,Throne,61255,M,"Throne is a hands-free health monitor for your toilet that turns every bathroom visit into insight about your gut health and hydration. It tracks health patterns automatically and hands-free, so you can understand your body, support your wellness, and make informed choices every day.",No,,,,001Pp00001TmmM5IAJ.png,,
0013000001KaOH2AAN,"ThroughTek Co., Ltd.",51865,X,"ThroughTek (TUTK) initially focused on P2P connectivity. Leveraging this foundation, we launched the ""Kalay Platform"" to offer cloud services. Our stable, high-penetration P2P technology and diverse cloud offerings help global clients accelerate IoT deployment. As of June 2025, over 140 million devices worldwide are connected via TUTK.",Yes,250;000-2;000;000,Series C and beyond,> 1;000;000,0013000001kaoh2aan.png,,
0013A00001XX2DvQAL,"Thunder Software Technology Co., Ltd.",N112,A,"ThunderSoft, a world-leading provider of operating systems and on-device AI, continues to advance, innovate, and deepen its expertise across the OS field. Its business has expanded from smartphones to smart vehicles, AIoT, and smart industries. At the event, Automotive HMI toolchain Kanzi from Rightware will also be showcased.",No,,,,0013A00001XX2DvQAL.png,,
001Pp00000mV7biIAC,TimeTick,14717a,B,"TimeTick is an AI diagnostics platform for IoT, offering testing, real-time monitoring, and predictive maintenance through system behavioral analysis. We help the $700B IoT industry stabilize infrastructure and drive innovation, specializing in comprehensive diagnostics for EV Chargers and Fleet Infrastructure.",,,,,001Pp00000mV7biIAC.png,,
001Pp00001Nljn9IAB,Togi Teknoloji,50759,X,"We deliver advanced battery management systems (BMS) for lithium batteries, combining innovative hardware, intelligent firmware, powerful algorithms, intuitive configuration tools, remote monitoring, cloud-based diagnostics and an early adaption of battery passport platform.We transform batteries from black boxes into smart energy devices",Yes,<250;000,Pre-seed,> 1;000;000,001Pp00001Nljn9IAB.png,,
001Pp00001YdSLJIA3,TopoLogic Inc.,62801,M,"TopoLogic is a deep tech startup established in July 2021 to provide innovative technologies with “topological material”.  Our mission is to solve the difficult problems in the industries with topological materials. Through the implementation of the technology from this innovative material, we aim to achieve sustainable society.",Yes,2;000;001-15;000;000,Series A,<500;000,001Pp00001YdSLJIA3.jpg,,
0013000001KYVIeAAP,TP-Link Systems Inc.,51923,X,"Headquartered in the United States, TP-Link Systems Inc. is a global provider of reliable networking devices and smart home products, consistently ranked as the world’s top provider of Wi-Fi devices. The company is committed to delivering innovative products that enhance people’s lives through faster, more reliable connectivity.",,,,,0013000001KYVIeAAP.png,,
001Pp00000gQfVhIAK,Trackt00,60711,M,"Trackt00 turns any space into a self-managing inventory using RFID and IoT. Products track themselves in real time with zero manual work. No scanning, no counting, just instant, reliable visibility. Our plug-and-play hardware automates stock control, reduces errors, prevents loss, and boosts operational speed.",Yes,250;000-2;000;000,Seed,<500;000,001Pp00000gQfVhIAK.png,,
001Pp00001Xl9vcIAB,Tracup Pte. Ltd.,61662,M,"Hyper AI delivers voice-first wearable technology, featuring AI audio glasses, a pocket-size smart recorder, and a portable AI speaker. With real-time translation, instant transcription, and on-device intelligence, we help users break language barriers and work hands-free.",No,,,,001Pp00001Xl9vcIAB.png,,
001Pp00001OkNEdIAN,Transense Technologies plc,8077,A,"Transense Technologies has two divisions that develop and supply world-leading sensor tech and measurement solutions: SAWsense offers wireless, SAW sensors for torque, temp, force, and pressure in demanding applications. Translogik supplies tools for fleets to digitally capture safety-critical tire data, improving safety and cutting costs",No,,,,001Pp00001OkNEdIAN.png,,
001Pp00001GXALhIAP,Trasna,Westgate Hospitality Suites,N,"Trasna is an IoT cellular provider of fully integrated connectivity hardware & software solutions,   from chip design to cloud subscription management including SIM/eSIM/iSIM/SoC, cellular IoT modules & device management.",No,,,,001Pp00001GXALhIAP.jpg,,
001Pp00000fSw9XIAS,Tribe App Pte Ltd,60213,M,"TribeApp is a Singapore-based technology start-up, dedicated to revolutionising the health and wellness space with innovative, transformative solutions especially for elderly care.",Yes,2;000;001-15;000;000,Series A,501;000-1;000;000,001Pp00000fSw9XIAS.png,,
0014V000046BClQQAW,"Trident IoT, LLC",Suite 29-331,J,"Trident IoT is a different kind of semiconductor company, founded by a team of IoT veterans with over a century of combined industry experience. Focused on IoT silicon and tools, design and development support, and US-based certification services, Trident IoT is committed to simplifying your entire product development journey.",Yes,15;000;001-50;000;000,Series B,> 1;000;000,0014V000046BClQQAW.png,,
0014V00003nl0IbQAI,trinamiX GmbH,4565,NN,"trinamiX GmbH, a subsidiary of BASF, presents innovative applications, such as vital signs monitoring and blood alcohol detection for consumer electronics, as well as biomarker measurements with smartphones.  With this, trinamiX paves the way for greater safety and comfort in everyday life.",,,,,0014V00003nl0IbQAI.png,,
001Pp00001Q9KMmIAN,Tunoptix,35546,D,"Tunoptix is pioneering next-generation imaging through wafer-scale meta-optics that bring spectral intelligence to mobile and edge devices. Our technology enables high-performance narrowband, broadband, and hyperspectral imaging for consumer, industrial, and defense applications — revolutionizing how devices see and sense.",Yes,2;000;001-15;000;000,Seed,<500;000,001Pp00001Q9KMmIAN.png,,
0013000001N9fVTAAZ,Tuya Global Inc.,16838,B,Tuya Inc. (NYSE: TUYA; HKEX: 2391) is a global leading cloud platform service provider with a mission to build a smart solutions developer ecosystem and enable everything to be smart. Tuya has pioneered a purpose-built cloud developer platform with cloud and generative AI capabilities that delivers a full suite of offerings.,,,,,0013000001N9fVTAAZ.jpg,,
0013A00001UaEviQAF,u-blox,Westgate Hospitality Suites,N,"u-blox is a global tech leader specializing in precise positioning and wireless communication for automotive, industrial, and consumer markets. Their smart solutions enable accurate location tracking and wireless connectivity across cellular and short-range networks. Offering a wide range of chips, modules, and secure data services.",,,,,0013A00001UaEviQAF.jpg,,
0014V00003ThrMjQAJ,Ubicept,11115,A,Ubicept revolutionizes how machines perceive the world by combining next-generation image sensors with advanced computer vision algorithms.,,,,,0014V00003ThrMjQAJ.png,,
0013A00001YWIv0QAH,uHoo Pte Ltd,60213,M,"uHoo is the world’s most comprehensive environmental intelligence platform for indoor health and sustainability. It tracks nine key air quality factors: temperature, humidity, air pressure, CO₂, CO, TVOC, PM2.5, NO₂, and O₃. Helping you breathe better, live healthier, and be on top of your game.",No,,,,0013A00001YWIv0QAH.png,,
0013A00001YUVrpQAH,UltraSense Systems,3353,NN,"UltraSense Systems elevates the automotive touch experience with its HMI Controllers IC's and InPlane Sensing module solutions, enabling multi-mode touch sensing, backlighting, haptics feedback and processing Machine Learning algorithms to turn almost any surface into touch surface.",,,,,0013A00001YUVrpQAH.jpg,,
0014V000036rLh8QAE,"Umeox Innovations Co., Ltd",54762,X,2013 The first tracking band for kids  2014 The first GSM Calling & Tracking watch  2016 The first video calling watch DOKI  2025 The first AIGC kids watch connect with family,No,,,,0014V000036rLh8QAE.png,,
